LocationName,Latitude,Longitude,Context,Sentiment,Confidence
South America,,,Do you know there’s a road that goes down Mexico and all the way to Panama?—and maybe all the way to the bottom of South America where the Indians are seven feet tall and eat cocaine on the mountainside?,neutral,100.0%
Chi,,,"Oh, and are we going to cut around old Chi with this thing! Think of it, Sal, I’ve never been to Chicago in all my life, never stopped.”
“We’ll come in there like gangsters in this Cadillac!”",neutral,87.1%
Chicago,41.8781136,-87.6297982,"Think of it, Sal, I’ve never been to Chicago in all my life, never stopped.”
“We’ll come in there like gangsters in this Cadillac!”",neutral,89.2%
Iowa,41.8780025,-93.097702,We’ve still got all Iowa in the daytime and then I’ll make that old Illinois in nothing flat.”,neutral,100.0%
Illinois,40.6331249,-89.3985283,We’ve still got all Iowa in the daytime and then I’ll make that old Illinois in nothing flat.”,neutral,100.0%
Denver,39.7392358,-104.990251,“I get like that every time in Denver now—I can’t make that town any more.,neutral,84.8%
Nebraska,41.4925374,-99.9018131,I told him I had been over this Nebraska road before in ‘47. He had too.,neutral,100.0%
Los Angeles,34.0549076,-118.242643,"“Sal, when I was working for the New Era Laundry in Los Angeles, nineteen forty-four, falsifying my age, I made a trip to Indianapolis Speedway for the express purpose of seeing the Memorial Day classic hitch, hiking by day and stealing cars by night to make time.",neutral,92.1%
LA,34.0549076,-118.242643,"Also I had a twenty-dollar Buick back in LA, my first car, it couldn’t pass the brake and light inspection so I decided I needed an out-of-state license to operate the car without arrest so went through here to get the license.",neutral,94.8%
California,36.778261,-119.4179324,"The following fall I did the same thing again to see the Notre Dame—California game in South Bend, Indiana—trouble none this time and, Sal, I had just the money for the ticket and not an extra cent and didn’t eat anything all up and  back except for what I could panhandle from all kinds of crazy cats I met on the road and at the same time gun gals.",neutral,92.9%
South Bend,41.6763545,-86.25198979999999,"The following fall I did the same thing again to see the Notre Dame—California game in South Bend, Indiana—trouble none this time and, Sal, I had just the money for the ticket and not an extra cent and didn’t eat anything all up and  back except for what I could panhandle from all kinds of crazy cats I met on the road and at the same time gun gals.",neutral,92.9%
Indiana,40.5512165,-85.60236429999999,"The following fall I did the same thing again to see the Notre Dame—California game in South Bend, Indiana—trouble none this time and, Sal, I had just the money for the ticket and not an extra cent and didn’t eat anything all up and  back except for what I could panhandle from all kinds of crazy cats I met on the road and at the same time gun gals.",neutral,92.9%
the United States of America,38.7945952,-106.5348379,Only guy in the United States of America that ever went to so much trouble to see a ballgame.,neutral,73.5%
LA,34.0549076,-118.242643,"I asked him the circumstances of his being in LA in 1944. “I was arrested in Arizona, the joint absolutely the worst joint I’ve ever been in.",neutral,76.2%
Arizona,34.0489281,-111.0937311,"“I was arrested in Arizona, the joint absolutely the worst joint I’ve ever been in.",neutral,63.5%
Flagstaff,35.1982836,-111.651302,"Had to get rid of my joint clothes and sneaked the neatest theft of a shirt and pants from a gas station outside Flagstaff, arriving LA two days later clad as gas attendant and walked to the first station I saw and got hired and got myself a room and changed name (Lee Buliay) and spent an exciting year in LA, including a whole gang of new friends and some really great girls, that season ending when we were all driving on Hollywood Boulevard one night and I told my buddy to steer the car while I kissed my girl—I was at the wheel, see—and he didn’t hear me and we ran smack into a post but only going twenty and I broke my nose.",neutral,88.6%
LA,34.0549076,-118.242643,"Had to get rid of my joint clothes and sneaked the neatest theft of a shirt and pants from a gas station outside Flagstaff, arriving LA two days later clad as gas attendant and walked to the first station I saw and got hired and got myself a room and changed name (Lee Buliay) and spent an exciting year in LA, including a whole gang of new friends and some really great girls, that season ending when we were all driving on Hollywood Boulevard one night and I told my buddy to steer the car while I kissed my girl—I was at the wheel, see—and he didn’t hear me and we ran smack into a post but only going twenty and I broke my nose.",neutral,88.6%
Denver,39.7392358,-104.990251,After that I went to Denver and met Marylou in a soda fountain that spring.,neutral,100.0%
New York,40.7127753,-74.0059728,New York was going to be his permanent home for the first time. He jiggled all over; he couldn’t wait.,neutral,100.0%
Pennsy,,,"“And think, Sal, when we get to Pennsy we’ll start hearing that gone Eastern bop on the disk jockeys.",neutral,100.0%
Iowa,41.8780025,-93.097702,"I went to sleep and woke up to the dry, hot atmosphere of July Sunday morning in Iowa, and still Dean was driving and driving and had not slackened his speed; he took the curvy corndales of Iowa at a minimum of eighty and the straightaway 110 as usual, unless both-ways traffic forced him to fall in line at a crawling and miserable sixty.",neutral,90.5%
Chicago,41.8781136,-87.6297982,He seemed to be some kind of Chicago hipster traveling with a woman old enough to be—and probably actually was—his mother.,neutral,100.0%
Chi,,,"His hair was dark and wild, an Italian from old Chi; he wore a sports shirt.",neutral,100.0%
LA,34.0549076,-118.242643,"Maybe there was an idea in his mind that we were a new gang from LA invading Chicago, maybe some of Mickey Cohen’s men, because the limousine looked every bit the part and the license plates were.",neutral,100.0%
Chicago,41.8781136,-87.6297982,"Maybe there was an idea in his mind that we were a new gang from LA invading Chicago, maybe some of Mickey Cohen’s men, because the limousine looked every bit the part and the license plates were.",neutral,100.0%
California,36.778261,-119.4179324,California. Mainly it was just road kicks.,neutral,100.0%
Iowa,41.8780025,-93.097702,"Eighty miles of Iowa we unreeled in this fashion, and the race was so  interesting that I had no opportunity to be frightened.",neutral,61.2%
Iowa,41.8780025,-93.097702,"It is only seldom that you find a long Nebraskan straightaway in Iowa, and when we finally hit one Dean made his usual 110 and I saw flashing by outside several scenes that I remembered from 1947—a long stretch where Eddie and I had been stranded two hours.",neutral,100.0%
Chicago,41.8781136,-87.6297982,"And still Dean drove, he had no thought of sleeping till we got to Chicago.",neutral,86.4%
Des Moines,41.5896139,-93.61639629999999,In the afternoon we crossed old Des Moines again. Here of course we got snarled in traffic and had to go slow and I got back in the front seat.,neutral,100.0%
Chicago,41.8781136,-87.6297982,We gave him the address of our Chicago baron and went on. ,neutral,100.0%
Des Moines,41.5896139,-93.61639629999999,"The other side of Des Moines a cruising car came after us with the siren growling, with orders to pull over.",neutral,100.0%
Chicago,41.8781136,-87.6297982,We had to follow the patrolman to the station and there spent an hour waiting in the grass while they telephoned Chicago to get the owner of the Cadillac and verify our position as hired drivers.,neutral,100.0%
Des Moines,41.5896139,-93.61639629999999,"“They were in a minor accident here in Des Moines.” “Yes, you’ve already told me that—what I meant was, I can’t vouch for anything they might have done in the past.”",neutral,89.7%
Newton,,,"Newton, Iowa, it was, where I’d taken that dawn walk in 1947. In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,93.8%
Iowa,41.8780025,-93.097702,"Newton, Iowa, it was, where I’d taken that dawn walk in 1947. In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,93.8%
Davenport,41.5237912,-90.57658699999999,"In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,92.2%
Mississippi,32.3546679,-89.3985283,"In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,92.2%
Rock Island,41.5094771,-90.5787476,"In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,92.2%
Illinois,40.6331249,-89.3985283,"In the afternoon we crossed drowsy old Davenport again and the low-lying Mississippi in her sawdust bed; then Rock Island, a few minutes of traffic, the sun reddening, and sudden sights of lovely little tributary rivers flowing softly among the magic trees and greeneries of mid-American Illinois.",neutral,92.2%
East,,,It was beginning to look like the soft sweet East again; the great dry West was accomplished and done.,neutral,54.5%
Illinois,40.6331249,-89.3985283,The  state of Illinois unfolded before my eyes in one vast movement that lasted a matter of hours as Dean balled straight across at the same speed.,neutral,88.9%
Illinois,40.6331249,-89.3985283,"He passed the slow cars, swerved, and almost hit the left rail of the bridge, went head-on into the shadow of the unslowing truck, cut right sharply, just missed the truck’s left front wheel, almost hit the first slow car, pulled out to pass, and then had to cut back in line when another car came out from behind the truck to look, all in a matter of two seconds, flashing by and leaving nothing more than a cloud of dust instead of a horrible five-way crash with cars lurching in every direction and the great truck humping its back in the fatal red afternoon of Illinois with its dreaming fields.",neutral,82.4%
Illinois,40.6331249,-89.3985283,"I couldn’t get it out of my mind, also, that a famous bop clarinetist had died in an Illinois car-crash recently, probably on a day like this.",neutral,78.3%
Chicago,41.8781136,-87.6297982,Dean was bent on Chicago before nightfall. At a road-rail junction we picked up two hobos who rounded up a half-buck between them for gas.,neutral,100.0%
Chicago,41.8781136,-87.6297982,"A moment before sitting around piles of railroad ties, polishing off the last of some wine, now they found themselves in a muddy but unbowed and splendid Cadillac limousine headed for Chicago in precipitous haste.",neutral,86.0%
Chicaga,41.8781136,-87.6297982,"“Well,” they said, “we never knew we’d get to Chicaga sa fast.” As we passed drowsy Illinois towns where the people are so conscious of Chicago gangs that pass like this in  limousines every day, we were a strange sight: all of us unshaven, the driver barechested, two bums, myself in the back seat, holding on to a strap and my head leaned back on the cushion looking at the countryside with an imperious eye—just like a new California gang come to contest the spoils of Chicago, a band of desperados escaped from the prisons of the Utah moon.",neutral,93.1%
Illinois,40.6331249,-89.3985283,"As we passed drowsy Illinois towns where the people are so conscious of Chicago gangs that pass like this in  limousines every day, we were a strange sight: all of us unshaven, the driver barechested, two bums, myself in the back seat, holding on to a strap and my head leaned back on the cushion looking at the countryside with an imperious eye—just like a new California gang come to contest the spoils of Chicago, a band of desperados escaped from the prisons of the Utah moon.",neutral,92.2%
Chicago,41.8781136,-87.6297982,"As we passed drowsy Illinois towns where the people are so conscious of Chicago gangs that pass like this in  limousines every day, we were a strange sight: all of us unshaven, the driver barechested, two bums, myself in the back seat, holding on to a strap and my head leaned back on the cushion looking at the countryside with an imperious eye—just like a new California gang come to contest the spoils of Chicago, a band of desperados escaped from the prisons of the Utah moon.",neutral,92.2%
California,36.778261,-119.4179324,"As we passed drowsy Illinois towns where the people are so conscious of Chicago gangs that pass like this in  limousines every day, we were a strange sight: all of us unshaven, the driver barechested, two bums, myself in the back seat, holding on to a strap and my head leaned back on the cushion looking at the countryside with an imperious eye—just like a new California gang come to contest the spoils of Chicago, a band of desperados escaped from the prisons of the Utah moon.",neutral,92.2%
Utah,40.7606608,-111.8939487,"As we passed drowsy Illinois towns where the people are so conscious of Chicago gangs that pass like this in  limousines every day, we were a strange sight: all of us unshaven, the driver barechested, two bums, myself in the back seat, holding on to a strap and my head leaned back on the cushion looking at the countryside with an imperious eye—just like a new California gang come to contest the spoils of Chicago, a band of desperados escaped from the prisons of the Utah moon.",neutral,92.2%
Chicago,41.8781136,-87.6297982,"Pretty soon the redness turned purple, the last of the enchanted rivers flashed by, and we saw distant smokes of Chicago beyond the drive.",neutral,79.1%
Denver,39.7392358,-104.990251,"We had come from Denver to Chicago via Ed Wall’s ranch, 1180 miles, in exactly seventeen hours, not counting the two hours in the ditch and three at the ranch and two with the police in Newton, Iowa, for a mean average of seventy miles per hour across the land, with one driver.",neutral,100.0%
Chicago,41.8781136,-87.6297982,"We had come from Denver to Chicago via Ed Wall’s ranch, 1180 miles, in exactly seventeen hours, not counting the two hours in the ditch and three at the ranch and two with the police in Newton, Iowa, for a mean average of seventy miles per hour across the land, with one driver.",neutral,100.0%
Newton,,,"We had come from Denver to Chicago via Ed Wall’s ranch, 1180 miles, in exactly seventeen hours, not counting the two hours in the ditch and three at the ranch and two with the police in Newton, Iowa, for a mean average of seventy miles per hour across the land, with one driver.",neutral,100.0%
Iowa,41.8780025,-93.097702,"We had come from Denver to Chicago via Ed Wall’s ranch, 1180 miles, in exactly seventeen hours, not counting the two hours in the ditch and three at the ranch and two with the police in Newton, Iowa, for a mean average of seventy miles per hour across the land, with one driver.",neutral,100.0%
Chicago,41.8781136,-87.6297982,"10
Great Chicago glowed red before our eyes. We were suddenly on Madison Street among hordes of hobos, some of them sprawled out on the street with their feet on the curb, hundreds of others milling in the doorways of saloons and alleys.",neutral,91.1%
Chicago,41.8781136,-87.6297982,"“Wup! wup! look sharp for old Dean Moriarty there, he may be in Chicago by accident this year.”",neutral,82.2%
Chicago,41.8781136,-87.6297982,"We let out the hobos on this street and proceeded to downtown Chicago. Screeching trolleys, newsboys, gals cutting by, the smell of fried food and beer in the air, neons winking—“We’re in the big town, Sal!",neutral,95.1%
Chicago,41.8781136,-87.6297982,"Old brown Chicago with the strange semi-Eastern, semi-Western types going to work and spitting. Dean stood in the cafeteria rubbing his belly and taking it all in.",neutral,93.5%
Loop,,,"But we forgot that and headed straight for North Clark Street, after a spin in the Loop, to see the hootchy-kootchy joints and hear the bop.",neutral,91.1%
Chicago,41.8781136,-87.6297982,"“Oh, man,” said Dean to me as we stood in front of a bar, “dig the street of life, the Chinamen that cut by in Chicago.",neutral,92.0%
New Orleans,29.9508941,-90.07583559999999,Once there was Louis Armstrong blowing his beautiful top in the muds of New Orleans; before him the mad musicians who had paraded on official days and broke up their Sousa marches into ragtime.,neutral,71.9%
Kansas City,39.0997265,-94.5785667,"Then had come Charlie Parker, a kid in his mother’s woodshed in Kansas City, blowing his taped-up alto among the logs, practicing on rainy days, coming out to watch the old swinging Basie and Benny Moten band that had Hot Lips Page and the rest—Charlie Parker leaving home and coming to Harlem, and meeting mad Thelonius Monk and madder Gillespie—Charlie Parker in his early days when he was flipped and walked around in a circle while playing.",neutral,89.3%
Harlem,40.8115504,-73.9464769,"Then had come Charlie Parker, a kid in his mother’s woodshed in Kansas City, blowing his taped-up alto among the logs, practicing on rainy days, coming out to watch the old swinging Basie and Benny Moten band that had Hot Lips Page and the rest—Charlie Parker leaving home and coming to Harlem, and meeting mad Thelonius Monk and madder Gillespie—Charlie Parker in his early days when he was flipped and walked around in a circle while playing.",neutral,89.3%
KC,,,"Somewhat younger than Lester Young, also from KC, that gloomy, saintly goof in whom the history of jazz was wrapped; for when he held his horn high and horizontal from his mouth he blew the greatest; and as his hair grew longer and he got lazier and stretched-out, his horn came down halfway; till it finally fell all the way and today as he wears his thick-soled shoes so that he can’t feel the sidewalks of life his horn.is held weakly against his chest, and he blows cool and easy getout phrases.",neutral,83.4%
Denver,39.7392358,-104.990251,"Stranger flowers yet—for as the Negro alto mused over everyone’s head with dignity, the young, tall, slender, blond kid from Curtis Street, Denver, jeans and studded belt, sucked on his mouthpiece while waiting for the others to finish; and when they did he started, and you had to look around to see where the solo was coming from, for it came from angelical smiling lips upon the mouthpiece and it was a soft, sweet, fairy-tale solo on an alto.",neutral,86.3%
America,38.7945952,-106.5348379,"Lonely as America, a throatpierced sound in the night. What of the others and all the soundmaking?",neutral,85.7%
Chicago,41.8781136,-87.6297982,"He wanted to jump, skinny Chicago kid. He slapped on his dark glasses, raised the trombone to his lips alone in the bar, and went “Baugh!”",neutral,91.6%
Chicago,41.8781136,-87.6297982,At intermissions we rushed out in the Cadillac and tried to pick up girls all up and down Chicago.,neutral,100.0%
Chicago,41.8781136,-87.6297982,"At nine o‘clock in the morning everybody—musicians, girls in slacks, bartenders, and the one little skinny, unhappy trombonist—staggered out of the club into the great roar of Chicago day to sleep until the wild bop night again.",neutral,84.1%
Chicago,41.8781136,-87.6297982,"We took a bus back to downtown Chicago and that was that. And we never heard a word from our Chicago baron about the condition of his car, in spite of the fact that he had our addresses and could have complained.",neutral,86.2%
Chicago,41.8781136,-87.6297982,"And we never heard a word from our Chicago baron about the condition of his car, in spite of the fact that he had our addresses and could have complained.",neutral,81.6%
Detroit,42.32971819999999,-83.0424533,We took a bus to Detroit. Our money was now running quite low.,neutral,82.1%
Michigan,44.3148443,-85.60236429999999,"Exhausted, Dean fell asleep in the bus that roared across the state of Michigan. I took up a conversation with a gorgeous country girl wearing a low-cut cotton blouse that displayed the beautiful sun-tan on her breast tops.",neutral,68.6%
New York,40.7127753,-74.0059728,"She mumbled of jobs, movies, going to her grandmother’s for the summer, wishing she could go to New York and visit the Roxy, what kind of outfit she would wear—something like the one she wore last Easter, white bonnet, roses, rose pumps, and lavender gabardine coat.",neutral,90.9%
Detroit,42.32971819999999,-83.0424533,"And Dean and I, ragged and dirty as if we had lived off locust, stumbled out of the bus in Detroit.",neutral,87.3%
Alabama,32.3182314,-86.902298,"Beat Negroes who’d come up from Alabama to work in car factories on a rumor; old white bums; young longhaired hipsters who’d reached the end of the road and were drinking wine; whores, ordinary couples, and housewives with nothing to do, nowhere to go, nobody to believe in.",neutral,89.3%
Detroit,42.32971819999999,-83.0424533,If you sifted all Detroit in a wire basket the beater solid core of dregs couldn’t be better gathered.,neutral,78.0%
Istanbul,,,"The picture was Singing Cowboy Eddie Dean and his gallant white horse Bloop, that was number one; number two double-feature film was George Raft, Sidney Greenstreet, and Peter Lorre in a picture about Istanbul.",neutral,85.0%
the entire United States,38.7945952,-106.5348379,"He would have had to roam the entire United States and look in every garbage pail from coast to coast before he found me embryonically convoluted among the rubbishes of my life, his life, and the life of everybody concerned and not concerned.",neutral,93.8%
Detroit,42.32971819999999,-83.0424533,You lost me one night in Detroit in August nineteen forty-nine. What right have you to come and disturb my reverie in this pukish can?”,neutral,82.1%
Boston,42.3555076,-71.0565364,"I was a seaman, and went to the Imperial Café on Scollay Square in Boston to drink; I drank sixty glasses of beer and retired to the toilet, where I wrapped myself around the toilet bowl and went to sleep.",neutral,100.0%
New York,40.7127753,-74.0059728,"After spending a  good part of the morning in Negro bars and chasing gals and listening to jazz records on jukeboxes, we struggled five miles in local buses with all our crazy gear and got to the home of a man who was going to charge us four dollars apiece for the ride to New York.",neutral,86.9%
New York,40.7127753,-74.0059728,"The moment we were in the new Chrysler and off to New York the poor man realized he had contracted a ride with two maniacs, but he made the best of it and in fact got used to us just as we passed Briggs Stadium and talked about next year’s Detroit Tigers.",neutral,83.6%
Toledo,41.6528052,-83.5378674,"In the misty night we crossed Toledo and went onward across old Ohio. I realized I was beginning to cross and recross towns in America as though I were a traveling salesman—raggedy travel ings, bad stock, rotten beans in the bottom of my bag of tricks, nobody buying.",neutral,83.2%
Ohio,40.4172871,-82.90712300000001,"In the misty night we crossed Toledo and went onward across old Ohio. I realized I was beginning to cross and recross towns in America as though I were a traveling salesman—raggedy travel ings, bad stock, rotten beans in the bottom of my bag of tricks, nobody buying.",neutral,83.2%
America,38.7945952,-106.5348379,"I realized I was beginning to cross and recross towns in America as though I were a traveling salesman—raggedy travel ings, bad stock, rotten beans in the bottom of my bag of tricks, nobody buying.",neutral,77.1%
Pennsylvania,41.2033216,-77.1945247,"The man got tired near Pennsylvania and Dean took the wheel and drove clear the rest of the way to New York, and we began to hear the Symphony Sid show on the radio with all the latest bop, and now we were entering the great and final city of America.",neutral,83.3%
New York,40.7127753,-74.0059728,"The man got tired near Pennsylvania and Dean took the wheel and drove clear the rest of the way to New York, and we began to hear the Symphony Sid show on the radio with all the latest bop, and now we were entering the great and final city of America.",neutral,83.3%
America,38.7945952,-106.5348379,"The man got tired near Pennsylvania and Dean took the wheel and drove clear the rest of the way to New York, and we began to hear the Symphony Sid show on the radio with all the latest bop, and now we were entering the great and final city of America.",neutral,83.3%
New York,40.7127753,-74.0059728,"Times Square was being torn up, for New York never rests. We looked for Hassel automatically as we passed.",neutral,90.0%
Long Island,40.789142,-73.13496099999999,"Dean and I were out at my aunt’s new flat in Long Island, and she herself was busily engaged with painters who were friends of the family, and arguing with them about the price as we stumbled up the stairs from San Francisco.",neutral,81.6%
San Francisco,37.7749295,-122.4194155,"Dean and I were out at my aunt’s new flat in Long Island, and she herself was busily engaged with painters who were friends of the family, and arguing with them about the price as we stumbled up the stairs from San Francisco.",neutral,81.6%
Long Island,40.789142,-73.13496099999999,Dean and I took a walk that night among the gas tanks and railroad bridges and fog lamps of Long Island.,neutral,100.0%
Long Island,40.789142,-73.13496099999999,"We were so used to  traveling we had to walk all over Long Island, but there was no more land, just the Atlantic Ocean, and we could only go so far.",neutral,91.5%
the Atlantic Ocean,,,"We were so used to  traveling we had to walk all over Long Island, but there was no more land, just the Atlantic Ocean, and we could only go so far.",neutral,91.5%
New York,40.7127753,-74.0059728,Not five nights later we went to a party in New York and I saw a girl called Inez and told her I had a friend with me that she ought to meet sometime.,neutral,82.1%
San Francisco,37.7749295,-122.4194155,In a matter of days they were dickering with Camille in San Francisco by long-distance telephone for the necessary divorce papers so they could get married.,neutral,95.6%
Italy,,,So we didn’t go to Italy. ,neutral,100.0%
New York,40.7127753,-74.0059728,Whenever spring comes to New York I can’t stand the suggestions of the land that come blowing over the river from New Jersey and I’ve got to go.,neutral,100.0%
New Jersey,40.0583238,-74.4056612,Whenever spring comes to New York I can’t stand the suggestions of the land that come blowing over the river from New Jersey and I’ve got to go.,neutral,100.0%
New York,40.7127753,-74.0059728,For the first time in our lives I said good-by to Dean in New York and left him there.,neutral,100.0%
Pennsylvania,41.2033216,-77.1945247,"We’re going to go and live on a farm in Pennsylvania this summer—station wagon for me to cut back to New York for kicks, nice big house, and have a lot of kids in the next few years.",neutral,87.4%
New York,40.7127753,-74.0059728,"We’re going to go and live on a farm in Pennsylvania this summer—station wagon for me to cut back to New York for kicks, nice big house, and have a lot of kids in the next few years.",neutral,87.4%
Frisco,33.1496718,-96.835567,This was exactly what he had been doing with Camille in Frisco on the other side of the continent.,neutral,100.0%
New York,40.7127753,-74.0059728,"“Well, Sal, damn, I wish you weren’t going, I really do, it’ll be my first time in New York without my old buddy.”",neutral,77.9%
New York,40.7127753,-74.0059728,"And he said, “New York, I stop over in it, Frisco’s my hometown. All the time I’ve been here I haven’t had any girl but Inez—this only happens to me in New York!",neutral,94.1%
Frisco,33.1496718,-96.835567,"And he said, “New York, I stop over in it, Frisco’s my hometown. All the time I’ve been here I haven’t had any girl but Inez—this only happens to me in New York!",neutral,94.1%
New York,40.7127753,-74.0059728,All the time I’ve been here I haven’t had any girl but Inez—this only happens to me in New York!,neutral,100.0%
New York,40.7127753,-74.0059728,In New York we were always jumping around frantically with crowds of friends at drunken parties.,neutral,61.3%
Tao,,,"He was reaching his Tao decisions in the simplest direct way. “What’s your road, man?—holyboy road, madman road, rainbow road, guppy road, any road.",neutral,92.7%
the Hudson Valley,41.9209018,-73.9612887,"It was falling all up and down the Hudson Valley that night. The great world piers of the sea-wide river were drenched in it, old steamboat landings at Poughkeepsie were drenched in it, old Split Rock Pond of sources was drenched in it, Vanderwhacker Mount was drenched in it.",neutral,89.2%
Poughkeepsie,41.7055897,-73.9283885,"The great world piers of the sea-wide river were drenched in it, old steamboat landings at Poughkeepsie were drenched in it, old Split Rock Pond of sources was drenched in it, Vanderwhacker Mount was drenched in it.",neutral,89.8%
Split Rock Pond,,,"The great world piers of the sea-wide river were drenched in it, old steamboat landings at Poughkeepsie were drenched in it, old Split Rock Pond of sources was drenched in it, Vanderwhacker Mount was drenched in it.",neutral,89.8%
Vanderwhacker Mount,43.89839629999999,-74.0959781,"The great world piers of the sea-wide river were drenched in it, old steamboat landings at Poughkeepsie were drenched in it, old Split Rock Pond of sources was drenched in it, Vanderwhacker Mount was drenched in it.",neutral,89.8%
Seattle,47.6061389,-122.3328481,You know I recently wrote my old man in jail in Seattle— I got the first letter in years from him the other day.”,neutral,100.0%
Frisco,33.1496718,-96.835567,He said he wants to see the ‘babby’ spelt with two b’s when he can get to Frisco.,neutral,100.0%
New York,40.7127753,-74.0059728,I found a thirteen-a-month cold water pad on East Fortieth; if I can send him the money he’ll come and live in New York—if he gets here.,neutral,100.0%
Seattle,47.6061389,-122.3328481,"“Well, that’s just it, I don’t know—he’s going to try to find her, the old man, but you know what he’ll really do.”
“‘So he went to Seattle?”
“And straight to messy jail.”
“Where was he?”
“Texas, Texas—so you see, man, my soul, the state of things, my position—you notice I get quieter.”
“Yes, that’s true.”",neutral,89.7%
Texas,31.9685988,-99.9018131,"“Well, that’s just it, I don’t know—he’s going to try to find her, the old man, but you know what he’ll really do.”
“‘So he went to Seattle?”
“And straight to messy jail.”
“Where was he?”
“Texas, Texas—so you see, man, my soul, the state of things, my position—you notice I get quieter.”
“Yes, that’s true.”",neutral,89.7%
New York,40.7127753,-74.0059728,Dean had grown quiet in New York. He wanted to talk.,neutral,100.0%
Brooklyn,40.6781784,-73.9441579,"“Remember, Sal, Hodges is on second in Brooklyn so while the relief pitcher is coming in for.",neutral,82.6%
Long Island,40.789142,-73.13496099999999,Later in the afternoon we went out and played baseball with the kids in the sooty field by the Long Island railyard.,neutral,89.7%
Washington,38.9071923,-77.0368707,"Back in the house Dean took his wallet, harrumphed, and handed my aunt the fifteen dollars he owed her from the time we got a speeding ticket in Washington.",neutral,100.0%
New York,40.7127753,-74.0059728,"“I hope you’ll be in New York when I get back,” I told him. “All I hope, Dean, is someday we’ll be able to live on the same street with our families and get to be a couple of oldtimers together.",neutral,85.8%
Frisco,33.1496718,-96.835567,Did you know Marylou got married to a used-car dealer in Frisco and she’s having a baby?”,neutral,100.0%
Frisco,33.1496718,-96.835567,"He took out a snapshot of Camille in Frisco with the new baby girl. The shadow of a man crossed the child on the sunny pavement, two long trouser legs in the sadness.",neutral,83.6%
Galatea,,,"He came back to Galatea, they’re gone to Denver now. They spent a day taking pictures.”",neutral,100.0%
Denver,39.7392358,-104.990251,"He came back to Galatea, they’re gone to Denver now. They spent a day taking pictures.”",neutral,100.0%
Truckee,39.327962,-120.1832533,"The following midnight, singing this little song,Home in Missoula, Home in Truckee, Home in Opelousas, Ain’t no home for me.",neutral,89.6%
Opelousas,30.5335302,-92.081509,"The following midnight, singing this little song,Home in Missoula, Home in Truckee, Home in Opelousas, Ain’t no home for me.",neutral,89.6%
Medora,46.9139028,-103.5243536,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Wounded Knee,43.1405442,-102.365715,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Ogallala,41.12821780000001,-101.7203993,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
Washington,38.9071923,-77.0368707,"Home in old Medora, Home in Wounded Knee, Home in Ogallala, Home I’ll never be,

I took the Washington bus; wasted some time there wandering around; went out of my way to see the Blue Ridge, heard the bird of Shenandoah and visited Stonewall Jackson’s grave; at dusk stood expectorating in the Kanawha River and walked the hillbilly night of Charleston, West Virginia; at midnight Ashland, Kentucky, and a lonely girl under the marquee of a closed-up show.",neutral,89.7%
